,h1n1_vaccine,seasonal_vaccine,h1n1_concern,h1n1_knowledge,behavioral_avoidance,behavioral_large_gatherings,opinion_h1n1_vacc_effective,opinion_h1n1_risk,opinion_h1n1_sick_from_vacc,opinion_seas_vacc_effective,opinion_seas_risk,opinion_seas_sick_from_vacc,age_group,education,sex
23148,0,0,2.0,1.0,1.0,1.0,4.0,3.0,2.0,4.0,2.0,2.0,18 - 34 Years,< 12 Years,Female
23149,0,1,1.0,1.0,0.0,0.0,3.0,1.0,1.0,5.0,2.0,1.0,65+ Years,Higher Education,Male
23150,0,0,2.0,1.0,1.0,0.0,4.0,2.0,2.0,5.0,2.0,1.0,55 - 64 Years,Higher Education,Female
23151,0,1,1.0,1.0,1.0,0.0,4.0,1.0,1.0,5.0,1.0,1.0,65+ Years,>= 12 years,Female
23152,0,0,3.0,1.0,0.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,65+ Years,Higher Education,Female
23153,0,1,2.0,2.0,1.0,0.0,5.0,4.0,1.0,5.0,5.0,1.0,35 - 44 Years,Higher Education,Male
23154,0,1,2.0,1.0,1.0,1.0,5.0,4.0,2.0,4.0,4.0,4.0,65+ Years,Higher Education,Male
23155,0,0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,45 - 54 Years,Higher Education,Female
23156,0,0,3.0,2.0,1.0,1.0,4.0,2.0,4.0,4.0,4.0,4.0,35 - 44 Years,< 12 Years,Female
23157,0,1,0.0,2.0,1.0,0.0,4.0,1.0,4.0,4.0,1.0,4.0,18 - 34 Years,Higher Education,Male
23158,1,0,3.0,1.0,1.0,1.0,4.0,1.0,4.0,4.0,1.0,4.0,35 - 44 Years,Higher Education,Male
23159,0,0,1.0,2.0,1.0,0.0,4.0,2.0,1.0,4.0,4.0,1.0,18 - 34 Years,>= 12 years,Male
23160,0,0,2.0,1.0,0.0,0.0,4.0,2.0,1.0,4.0,4.0,1.0,18 - 34 Years,>= 12 years,Male
23161,1,1,3.0,0.0,1.0,0.0,3.0,5.0,2.0,4.0,5.0,5.0,18 - 34 Years,< 12 Years,Male
23162,1,1,1.0,1.0,0.0,1.0,4.0,2.0,2.0,4.0,5.0,1.0,65+ Years,>= 12 years,Male
23163,0,0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,4.0,45 - 54 Years,< 12 Years,Male
23164,1,1,1.0,2.0,0.0,0.0,2.0,5.0,5.0,5.0,5.0,2.0,18 - 34 Years,Higher Education,Female
23165,0,1,2.0,1.0,1.0,0.0,4.0,1.0,2.0,4.0,1.0,1.0,45 - 54 Years,>= 12 years,Male
23166,1,0,3.0,2.0,1.0,1.0,5.0,4.0,5.0,5.0,4.0,4.0,35 - 44 Years,Higher Education,Female
23167,0,0,3.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,65+ Years,Higher Education,Female
23168,1,1,2.0,2.0,1.0,0.0,5.0,4.0,4.0,4.0,4.0,4.0,35 - 44 Years,Higher Education,Male
23169,0,1,1.0,2.0,0.0,0.0,4.0,2.0,2.0,5.0,2.0,2.0,45 - 54 Years,< 12 Years,Female
23170,0,0,3.0,1.0,1.0,0.0,4.0,2.0,2.0,4.0,4.0,2.0,18 - 34 Years,Higher Education,Female
23171,0,0,2.0,2.0,1.0,1.0,5.0,2.0,1.0,5.0,1.0,1.0,35 - 44 Years,>= 12 years,Female
23172,1,0,2.0,0.0,1.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,65+ Years,Higher Education,Male
23173,1,1,3.0,1.0,1.0,0.0,5.0,5.0,4.0,4.0,4.0,4.0,65+ Years,Higher Education,Female
23174,1,1,1.0,0.0,0.0,0.0,5.0,5.0,1.0,5.0,5.0,1.0,65+ Years,Higher Education,Female
23175,0,0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,4.0,1.0,1.0,45 - 54 Years,Higher Education,Male
23176,0,0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,5.0,1.0,1.0,65+ Years,< 12 Years,Male
23177,0,0,1.0,1.0,1.0,0.0,4.0,2.0,5.0,4.0,2.0,5.0,35 - 44 Years,Higher Education,Female
23178,0,1,2.0,1.0,0.0,0.0,4.0,2.0,4.0,4.0,2.0,1.0,65+ Years,Higher Education,Female
23179,0,0,2.0,2.0,1.0,0.0,4.0,2.0,2.0,4.0,2.0,2.0,18 - 34 Years,Higher Education,Female
23180,1,0,3.0,1.0,1.0,0.0,4.0,5.0,1.0,5.0,2.0,1.0,18 - 34 Years,Higher Education,Female
23181,0,0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,4.0,1.0,2.0,45 - 54 Years,Higher Education,Female
23182,1,1,2.0,2.0,1.0,1.0,5.0,4.0,1.0,5.0,4.0,1.0,55 - 64 Years,Higher Education,Female
23183,0,0,2.0,1.0,1.0,0.0,4.0,1.0,4.0,4.0,1.0,4.0,35 - 44 Years,Higher Education,Male
23184,0,0,1.0,2.0,1.0,0.0,3.0,2.0,2.0,4.0,1.0,1.0,65+ Years,>= 12 years,Female
23185,0,0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,2.0,1.0,4.0,35 - 44 Years,Higher Education,Female
23186,0,1,2.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,2.0,65+ Years,>= 12 years,Female
23187,0,0,1.0,2.0,0.0,0.0,4.0,1.0,1.0,4.0,1.0,1.0,35 - 44 Years,Higher Education,Male
23188,0,1,3.0,1.0,0.0,0.0,5.0,4.0,5.0,5.0,5.0,4.0,45 - 54 Years,Higher Education,Male
23189,0,0,1.0,1.0,0.0,0.0,4.0,2.0,2.0,5.0,2.0,1.0,65+ Years,Higher Education,Male
23190,0,1,2.0,1.0,1.0,0.0,3.0,1.0,2.0,5.0,2.0,1.0,55 - 64 Years,Higher Education,Male
23191,0,0,1.0,1.0,1.0,0.0,4.0,2.0,2.0,4.0,1.0,2.0,65+ Years,>= 12 years,Male
23192,1,1,3.0,1.0,1.0,1.0,5.0,4.0,5.0,4.0,5.0,1.0,65+ Years,>= 12 years,Female
23193,0,0,3.0,0.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,4.0,65+ Years,< 12 Years,Male
23194,0,0,3.0,1.0,1.0,1.0,4.0,2.0,1.0,5.0,5.0,5.0,65+ Years,>= 12 years,Female
23195,0,1,2.0,1.0,1.0,0.0,5.0,2.0,2.0,5.0,2.0,1.0,65+ Years,Higher Education,Male
23196,0,1,1.0,2.0,1.0,1.0,5.0,1.0,1.0,5.0,4.0,1.0,55 - 64 Years,Higher Education,Female
23197,0,0,2.0,2.0,1.0,0.0,3.0,1.0,4.0,4.0,1.0,2.0,35 - 44 Years,Higher Education,Male
23198,0,0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,4.0,2.0,5.0,35 - 44 Years,>= 12 years,Female
23199,0,0,2.0,1.0,1.0,0.0,4.0,1.0,2.0,2.0,1.0,2.0,18 - 34 Years,Higher Education,Female
23200,0,0,1.0,2.0,0.0,0.0,3.0,2.0,2.0,4.0,4.0,1.0,45 - 54 Years,>= 12 years,Male
23201,0,1,3.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,2.0,1.0,55 - 64 Years,>= 12 years,Male
23202,1,1,2.0,2.0,1.0,1.0,5.0,3.0,1.0,5.0,1.0,1.0,65+ Years,>= 12 years,Female
23203,0,1,3.0,1.0,1.0,1.0,4.0,4.0,2.0,5.0,4.0,2.0,55 - 64 Years,Higher Education,Female
23204,0,1,2.0,2.0,1.0,0.0,5.0,2.0,4.0,5.0,4.0,1.0,55 - 64 Years,>= 12 years,Female
23205,0,1,0.0,0.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,2.0,65+ Years,< 12 Years,Male
23206,0,0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,4.0,65+ Years,Higher Education,Female
23207,1,1,2.0,2.0,1.0,0.0,5.0,2.0,2.0,5.0,4.0,1.0,55 - 64 Years,Higher Education,Female
23208,0,0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,45 - 54 Years,>= 12 years,Male
23209,0,0,1.0,1.0,0.0,0.0,4.0,1.0,1.0,4.0,2.0,1.0,45 - 54 Years,Higher Education,Female
23210,0,0,2.0,1.0,0.0,0.0,3.0,1.0,1.0,4.0,1.0,2.0,18 - 34 Years,Higher Education,Female
23211,1,1,3.0,2.0,1.0,1.0,5.0,4.0,5.0,5.0,5.0,1.0,55 - 64 Years,Higher Education,Female
23212,0,0,3.0,2.0,1.0,1.0,4.0,2.0,2.0,4.0,2.0,2.0,35 - 44 Years,Higher Education,Male
23213,0,1,2.0,1.0,1.0,0.0,4.0,2.0,2.0,4.0,4.0,4.0,65+ Years,>= 12 years,Female
23214,0,0,2.0,2.0,1.0,1.0,5.0,2.0,2.0,5.0,2.0,2.0,65+ Years,Higher Education,Female
23215,0,0,2.0,0.0,0.0,0.0,4.0,1.0,2.0,5.0,2.0,2.0,65+ Years,Higher Education,Male
23216,1,1,0.0,2.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,18 - 34 Years,>= 12 years,Female
23217,1,1,2.0,1.0,1.0,0.0,3.0,4.0,4.0,5.0,4.0,4.0,65+ Years,Higher Education,Male
23218,0,1,1.0,2.0,1.0,0.0,3.0,2.0,2.0,5.0,5.0,1.0,55 - 64 Years,Higher Education,Male
23219,1,1,2.0,2.0,1.0,1.0,4.0,4.0,5.0,5.0,5.0,4.0,35 - 44 Years,>= 12 years,Female
23220,0,0,3.0,1.0,0.0,1.0,5.0,4.0,2.0,4.0,1.0,1.0,18 - 34 Years,Higher Education,Female
23221,0,0,1.0,2.0,0.0,0.0,3.0,3.0,1.0,4.0,2.0,1.0,55 - 64 Years,>= 12 years,Male
23222,1,1,3.0,1.0,1.0,0.0,5.0,4.0,5.0,5.0,4.0,5.0,45 - 54 Years,Higher Education,Male
23223,1,1,2.0,2.0,1.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,55 - 64 Years,Higher Education,Female
23224,0,1,3.0,2.0,1.0,0.0,3.0,2.0,1.0,5.0,5.0,5.0,35 - 44 Years,Higher Education,Female
23225,0,0,0.0,1.0,0.0,0.0,4.0,1.0,2.0,4.0,2.0,2.0,18 - 34 Years,Higher Education,Male
23226,1,1,2.0,1.0,0.0,0.0,5.0,4.0,4.0,5.0,2.0,4.0,65+ Years,>= 12 years,Male
23227,0,0,2.0,1.0,1.0,0.0,3.0,3.0,4.0,1.0,4.0,5.0,55 - 64 Years,Higher Education,Female
23228,0,0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,4.0,1.0,1.0,65+ Years,< 12 Years,Female
23229,1,0,3.0,2.0,1.0,1.0,5.0,5.0,5.0,4.0,1.0,4.0,18 - 34 Years,Higher Education,Female
23230,0,1,1.0,1.0,1.0,1.0,3.0,1.0,2.0,5.0,1.0,2.0,35 - 44 Years,< 12 Years,Female
23231,1,1,2.0,1.0,1.0,0.0,5.0,4.0,2.0,5.0,4.0,2.0,55 - 64 Years,Higher Education,Female
23232,0,1,1.0,1.0,1.0,0.0,5.0,1.0,1.0,5.0,5.0,1.0,45 - 54 Years,Higher Education,Male
23233,0,0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,18 - 34 Years,>= 12 years,Female
23234,0,1,2.0,2.0,1.0,0.0,5.0,2.0,1.0,5.0,4.0,1.0,65+ Years,Higher Education,Female
23235,0,0,3.0,1.0,1.0,1.0,3.0,4.0,4.0,5.0,5.0,4.0,65+ Years,>= 12 years,Female
23236,0,0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,18 - 34 Years,>= 12 years,Male
23237,0,0,1.0,1.0,0.0,0.0,5.0,2.0,1.0,5.0,4.0,1.0,65+ Years,>= 12 years,Male
23238,0,1,2.0,1.0,1.0,1.0,4.0,2.0,4.0,4.0,2.0,2.0,18 - 34 Years,Higher Education,Female
23239,0,1,1.0,2.0,0.0,0.0,5.0,2.0,2.0,4.0,2.0,1.0,65+ Years,Higher Education,Female
23240,0,0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,4.0,1.0,1.0,18 - 34 Years,Higher Education,Male
23241,0,0,1.0,2.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,2.0,45 - 54 Years,Higher Education,Female
23242,1,1,3.0,2.0,1.0,0.0,5.0,4.0,1.0,5.0,5.0,1.0,55 - 64 Years,Higher Education,Female
23243,1,1,2.0,2.0,1.0,0.0,5.0,4.0,1.0,4.0,4.0,1.0,35 - 44 Years,Higher Education,Female
23244,0,1,2.0,1.0,1.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,35 - 44 Years,Higher Education,Female
23245,0,0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,4.0,1.0,1.0,18 - 34 Years,Higher Education,Female
23246,0,1,1.0,2.0,1.0,0.0,4.0,2.0,2.0,4.0,2.0,1.0,65+ Years,Higher Education,Male
23247,0,1,1.0,1.0,0.0,1.0,3.0,3.0,4.0,3.0,3.0,4.0,65+ Years,Higher Education,Male
23248,0,1,2.0,2.0,1.0,0.0,4.0,2.0,2.0,4.0,4.0,2.0,55 - 64 Years,Higher Education,Female
23249,0,0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,18 - 34 Years,< 12 Years,Male
23250,0,1,2.0,1.0,1.0,0.0,4.0,1.0,1.0,4.0,1.0,1.0,65+ Years,Higher Education,Male
23251,0,1,3.0,2.0,1.0,1.0,4.0,4.0,2.0,5.0,5.0,1.0,65+ Years,>= 12 years,Female
23252,0,0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,55 - 64 Years,>= 12 years,Male
23253,0,0,2.0,0.0,1.0,1.0,5.0,4.0,2.0,5.0,4.0,2.0,55 - 64 Years,Higher Education,Female
23254,1,1,3.0,2.0,1.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,65+ Years,< 12 Years,Male
23255,1,1,2.0,1.0,1.0,1.0,5.0,4.0,2.0,5.0,4.0,2.0,55 - 64 Years,Higher Education,Male
23256,0,0,1.0,2.0,1.0,0.0,4.0,1.0,1.0,4.0,2.0,1.0,35 - 44 Years,Higher Education,Female
23257,1,1,2.0,2.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,2.0,65+ Years,Higher Education,Female
23258,0,1,3.0,1.0,1.0,1.0,5.0,1.0,2.0,5.0,4.0,1.0,65+ Years,Higher Education,Male
23259,0,0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,55 - 64 Years,Higher Education,Male
23260,0,0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,45 - 54 Years,Higher Education,Male
23261,1,1,2.0,2.0,1.0,1.0,4.0,2.0,4.0,4.0,5.0,1.0,35 - 44 Years,Higher Education,Male
23262,0,1,3.0,2.0,1.0,0.0,5.0,2.0,2.0,4.0,1.0,1.0,45 - 54 Years,Higher Education,Female
23263,0,1,2.0,1.0,1.0,0.0,4.0,2.0,1.0,4.0,2.0,4.0,35 - 44 Years,< 12 Years,Male
23264,0,0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18 - 34 Years,>= 12 years,Male
23265,0,1,3.0,1.0,1.0,1.0,4.0,1.0,4.0,4.0,5.0,1.0,35 - 44 Years,Higher Education,Female
23266,0,0,2.0,1.0,1.0,0.0,4.0,4.0,4.0,4.0,2.0,4.0,18 - 34 Years,Higher Education,Female
23267,0,0,2.0,1.0,1.0,1.0,5.0,2.0,4.0,4.0,4.0,2.0,35 - 44 Years,>= 12 years,Female
23268,0,1,2.0,1.0,0.0,0.0,4.0,4.0,4.0,5.0,4.0,4.0,18 - 34 Years,Higher Education,Female
23269,0,0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,55 - 64 Years,Higher Education,Male
23270,0,0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,4.0,3.0,1.0,35 - 44 Years,< 12 Years,Male
23271,1,0,2.0,2.0,1.0,0.0,4.0,4.0,5.0,4.0,2.0,2.0,35 - 44 Years,>= 12 years,Male
23272,0,0,2.0,2.0,0.0,1.0,4.0,2.0,2.0,2.0,2.0,4.0,55 - 64 Years,Higher Education,Male
23273,0,1,2.0,1.0,1.0,1.0,5.0,4.0,4.0,5.0,2.0,4.0,45 - 54 Years,Higher Education,Male
23274,0,1,2.0,1.0,0.0,0.0,3.0,2.0,4.0,5.0,2.0,4.0,18 - 34 Years,Higher Education,Male
23275,0,0,0.0,2.0,0.0,0.0,4.0,2.0,1.0,2.0,1.0,1.0,45 - 54 Years,Higher Education,Female
23276,1,1,0.0,1.0,0.0,0.0,5.0,2.0,2.0,5.0,4.0,4.0,65+ Years,Higher Education,Female
23277,0,0,3.0,0.0,0.0,0.0,3.0,1.0,3.0,3.0,1.0,2.0,55 - 64 Years,< 12 Years,Male
23278,0,1,2.0,1.0,1.0,0.0,4.0,1.0,2.0,4.0,4.0,2.0,65+ Years,Higher Education,Female
23279,0,1,2.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,3.0,2.0,65+ Years,Higher Education,Female
23280,0,1,2.0,0.0,0.0,1.0,4.0,4.0,4.0,5.0,4.0,1.0,65+ Years,>= 12 years,Female
23281,0,0,2.0,1.0,0.0,0.0,5.0,1.0,4.0,5.0,4.0,4.0,55 - 64 Years,Higher Education,Male
23282,0,0,1.0,2.0,1.0,0.0,3.0,3.0,1.0,3.0,1.0,1.0,65+ Years,Higher Education,Female
23283,0,0,3.0,1.0,1.0,0.0,4.0,2.0,1.0,4.0,2.0,1.0,45 - 54 Years,>= 12 years,Male
23284,0,0,2.0,1.0,1.0,1.0,4.0,1.0,5.0,4.0,1.0,5.0,18 - 34 Years,>= 12 years,Female
23285,0,0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,4.0,1.0,1.0,35 - 44 Years,Higher Education,Female
23286,0,0,1.0,2.0,1.0,0.0,4.0,2.0,1.0,4.0,4.0,1.0,18 - 34 Years,Higher Education,Male
23287,0,1,1.0,1.0,0.0,0.0,4.0,2.0,2.0,5.0,4.0,1.0,55 - 64 Years,Higher Education,Male
23288,1,0,3.0,2.0,0.0,1.0,5.0,4.0,5.0,4.0,4.0,4.0,55 - 64 Years,Higher Education,Male
23289,0,1,3.0,2.0,1.0,0.0,4.0,2.0,2.0,4.0,2.0,1.0,55 - 64 Years,Higher Education,Female
23290,0,0,2.0,1.0,1.0,1.0,4.0,2.0,4.0,4.0,2.0,4.0,45 - 54 Years,Higher Education,Female
23291,0,1,2.0,1.0,1.0,1.0,4.0,1.0,1.0,5.0,4.0,1.0,65+ Years,>= 12 years,Female
23292,0,1,2.0,1.0,1.0,1.0,4.0,2.0,2.0,5.0,4.0,2.0,65+ Years,Higher Education,Female
23293,1,1,3.0,2.0,0.0,0.0,5.0,5.0,2.0,5.0,5.0,5.0,55 - 64 Years,>= 12 years,Female
23294,0,0,2.0,1.0,1.0,0.0,4.0,4.0,2.0,2.0,4.0,2.0,65+ Years,< 12 Years,Male
23295,1,1,1.0,1.0,1.0,0.0,5.0,5.0,4.0,4.0,5.0,4.0,18 - 34 Years,< 12 Years,Female
23296,0,1,2.0,2.0,1.0,1.0,5.0,1.0,2.0,5.0,2.0,1.0,65+ Years,Higher Education,Female
23297,0,0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,35 - 44 Years,Higher Education,Female
23298,0,0,1.0,1.0,0.0,0.0,4.0,2.0,2.0,4.0,1.0,2.0,65+ Years,Higher Education,Female
23299,0,0,0.0,0.0,1.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,65+ Years,>= 12 years,Male
23300,0,0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,4.0,2.0,2.0,45 - 54 Years,Higher Education,Female
23301,0,1,2.0,1.0,1.0,0.0,4.0,2.0,2.0,4.0,2.0,4.0,65+ Years,Higher Education,Female
23302,1,1,3.0,1.0,1.0,0.0,4.0,1.0,2.0,2.0,4.0,4.0,18 - 34 Years,Higher Education,Female
23303,0,0,1.0,1.0,1.0,0.0,4.0,1.0,2.0,2.0,4.0,1.0,45 - 54 Years,Higher Education,Male
23304,0,1,2.0,1.0,1.0,0.0,4.0,2.0,1.0,4.0,2.0,1.0,35 - 44 Years,Higher Education,Male
23305,1,0,2.0,2.0,1.0,0.0,5.0,2.0,4.0,4.0,4.0,1.0,55 - 64 Years,Higher Education,Female
23306,0,0,2.0,1.0,1.0,0.0,4.0,4.0,4.0,4.0,2.0,4.0,18 - 34 Years,Higher Education,Female
23307,0,1,1.0,1.0,1.0,1.0,4.0,1.0,1.0,5.0,1.0,1.0,65+ Years,Higher Education,Female
23308,1,0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,5.0,4.0,1.0,45 - 54 Years,>= 12 years,Female
23309,0,0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,3.0,1.0,1.0,55 - 64 Years,Higher Education,Female
23310,0,0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,65+ Years,Higher Education,Female
23311,0,0,2.0,2.0,1.0,0.0,5.0,2.0,2.0,4.0,2.0,1.0,35 - 44 Years,Higher Education,Female
23312,0,0,1.0,1.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,18 - 34 Years,>= 12 years,Female
23313,0,0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,5.0,55 - 64 Years,Higher Education,Male
23314,0,1,3.0,2.0,1.0,1.0,5.0,4.0,5.0,5.0,5.0,4.0,45 - 54 Years,Higher Education,Female
23315,0,0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,45 - 54 Years,Higher Education,Male
23316,0,1,1.0,2.0,1.0,0.0,4.0,2.0,2.0,5.0,4.0,2.0,45 - 54 Years,Higher Education,Female
23317,0,1,1.0,1.0,1.0,0.0,4.0,2.0,1.0,4.0,2.0,2.0,35 - 44 Years,Higher Education,Female
23318,1,0,1.0,0.0,1.0,1.0,5.0,5.0,2.0,4.0,5.0,1.0,45 - 54 Years,< 12 Years,Female
23319,0,0,1.0,1.0,0.0,0.0,4.0,1.0,1.0,4.0,1.0,1.0,45 - 54 Years,Higher Education,Female
23320,0,1,1.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,4.0,35 - 44 Years,>= 12 years,Female
23321,1,1,2.0,2.0,1.0,0.0,4.0,4.0,2.0,4.0,4.0,4.0,55 - 64 Years,Higher Education,Female
23322,0,1,2.0,2.0,1.0,0.0,5.0,5.0,4.0,5.0,5.0,5.0,45 - 54 Years,Higher Education,Female
23323,0,0,2.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,2.0,45 - 54 Years,Higher Education,Female
23324,0,1,3.0,1.0,1.0,1.0,4.0,2.0,4.0,5.0,2.0,2.0,65+ Years,Higher Education,Female
23325,0,0,1.0,2.0,1.0,0.0,5.0,1.0,1.0,5.0,4.0,4.0,18 - 34 Years,Higher Education,Male
23326,0,1,3.0,1.0,1.0,1.0,4.0,4.0,1.0,5.0,5.0,1.0,35 - 44 Years,< 12 Years,Female
23327,0,0,3.0,1.0,1.0,1.0,4.0,2.0,4.0,4.0,1.0,2.0,18 - 34 Years,< 12 Years,Female
23328,0,1,2.0,1.0,1.0,0.0,4.0,1.0,2.0,4.0,1.0,2.0,45 - 54 Years,Higher Education,Male
23329,0,0,2.0,1.0,1.0,0.0,4.0,1.0,2.0,4.0,1.0,2.0,55 - 64 Years,>= 12 years,Female
23330,0,1,3.0,1.0,0.0,0.0,5.0,5.0,4.0,5.0,4.0,2.0,35 - 44 Years,>= 12 years,Male
23331,0,0,1.0,0.0,1.0,0.0,3.0,1.0,2.0,2.0,1.0,1.0,55 - 64 Years,< 12 Years,Male
23332,0,1,1.0,1.0,1.0,0.0,5.0,4.0,2.0,5.0,5.0,4.0,18 - 34 Years,Higher Education,Female
23333,0,1,2.0,0.0,1.0,0.0,2.0,4.0,2.0,5.0,4.0,1.0,45 - 54 Years,>= 12 years,Male
23334,0,1,3.0,2.0,1.0,1.0,4.0,5.0,4.0,5.0,5.0,2.0,18 - 34 Years,Higher Education,Female
23335,0,0,2.0,1.0,1.0,0.0,4.0,4.0,2.0,4.0,4.0,2.0,18 - 34 Years,Higher Education,Female
23336,0,1,1.0,1.0,1.0,0.0,5.0,2.0,2.0,5.0,2.0,2.0,18 - 34 Years,Higher Education,Male
23337,1,0,1.0,1.0,0.0,0.0,4.0,2.0,2.0,4.0,2.0,1.0,35 - 44 Years,Higher Education,Male
23338,0,0,2.0,2.0,1.0,0.0,4.0,2.0,4.0,4.0,4.0,4.0,55 - 64 Years,>= 12 years,Female
23339,0,1,0.0,1.0,0.0,0.0,2.0,1.0,1.0,5.0,1.0,1.0,65+ Years,Higher Education,Female
23340,0,1,2.0,2.0,0.0,0.0,4.0,2.0,1.0,5.0,4.0,2.0,45 - 54 Years,Higher Education,Female
23341,0,1,1.0,1.0,1.0,1.0,4.0,2.0,2.0,5.0,4.0,1.0,55 - 64 Years,Higher Education,Male
23342,0,0,2.0,2.0,0.0,0.0,4.0,2.0,4.0,4.0,2.0,2.0,55 - 64 Years,>= 12 years,Female
23343,0,0,0.0,2.0,1.0,0.0,4.0,1.0,1.0,2.0,2.0,1.0,35 - 44 Years,Higher Education,Female
23344,0,0,2.0,1.0,0.0,1.0,3.0,2.0,1.0,4.0,4.0,1.0,65+ Years,Higher Education,Female
23345,0,1,2.0,1.0,1.0,1.0,3.0,4.0,2.0,5.0,4.0,1.0,65+ Years,Higher Education,Male
23346,1,1,2.0,2.0,1.0,1.0,4.0,2.0,4.0,5.0,4.0,1.0,65+ Years,Higher Education,Female
23347,0,0,0.0,1.0,1.0,0.0,4.0,2.0,1.0,4.0,2.0,2.0,18 - 34 Years,>= 12 years,Male
23348,0,0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,2.0,1.0,65+ Years,>= 12 years,Male
23349,0,1,1.0,2.0,0.0,0.0,4.0,2.0,2.0,4.0,2.0,2.0,45 - 54 Years,Higher Education,Male
23350,0,0,1.0,2.0,0.0,0.0,4.0,1.0,1.0,2.0,1.0,1.0,45 - 54 Years,Higher Education,Female
23351,0,1,2.0,1.0,1.0,0.0,5.0,2.0,2.0,5.0,4.0,1.0,45 - 54 Years,Higher Education,Male
23352,0,0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,65+ Years,Higher Education,Female
23353,0,0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,45 - 54 Years,>= 12 years,Female
23354,0,0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,45 - 54 Years,Higher Education,Female
23355,1,1,3.0,1.0,1.0,1.0,4.0,1.0,5.0,4.0,4.0,5.0,45 - 54 Years,< 12 Years,Male
23356,0,0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,3.0,3.0,1.0,55 - 64 Years,Higher Education,Male
23357,0,0,1.0,1.0,1.0,0.0,4.0,2.0,2.0,4.0,2.0,2.0,18 - 34 Years,Higher Education,Male
23358,0,0,2.0,1.0,1.0,0.0,3.0,4.0,5.0,4.0,4.0,5.0,45 - 54 Years,Higher Education,Female
23359,0,1,2.0,1.0,0.0,1.0,3.0,1.0,4.0,5.0,5.0,1.0,65+ Years,>= 12 years,Female
23360,0,1,2.0,2.0,1.0,1.0,4.0,2.0,2.0,5.0,5.0,1.0,55 - 64 Years,< 12 Years,Male
23361,0,0,3.0,1.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,2.0,45 - 54 Years,Higher Education,Male
